"model.id","drug","time","volume","body.weight"
"X.037.fiab","figitumumab",17,640.6,23.2
"X.037.fiab","figitumumab",20,709.6,24.6
"X.037.fiab","figitumumab",24,799.4,23.8
"X.037.fiab","figitumumab",27,856.9,25.1
"X.037.fiab","figitumumab",32,1002.9,25
"X.037.fiab","figitumumab",38,1337.2,24.5
"X.037.fiab","figitumumab",43,1424.9,24.6
"X.037.HD01","HDM201",0,224.2,28.7
"X.037.HD01","HDM201",4,274.4,27.2
"X.037.HD01","HDM201",7,316.2,29.3
"X.037.HD01","HDM201",12,370.3,27.6
"X.037.HD01","HDM201",16,404.6,28
"X.037.HD01","HDM201",21,497.6,28.4
"X.037.HD01","HDM201",25,489.1,27.3
"X.037.HD01","HDM201",29,720.9,26.4
"X.037.HD01","HDM201",33,801.6,29.3
"X.037.HD01","HDM201",36,943.7,27.9
"X.037.HD01","HDM201",40,1016.1,27
"X.037.HD01","HDM201",43,1316.1,29.3
"X.037.HS90","HSP990",0,211.5,28.5
"X.037.HS90","HSP990",5,260.8,32.4
"X.037.HS90","HSP990",9,282.9,29.3
"X.037.HS90","HSP990",13,371.2,29.2
"X.037.HS90","HSP990",17,399.9,29.7
"X.037.HS90","HSP990",20,491.2,30.2
"X.037.HS90","HSP990",24,578.6,29.6
"X.037.HS90","HSP990",27,611.7,28.1
"X.037.HS90","HSP990",32,735.2,27.7
"X.037.HS90","HSP990",38,1000.5,30.1
"X.037.HS90","HSP990",43,1048.3,28.3
"X.037.HS90","HSP990",48,1137.1,29.2
"X.037.HS90","HSP990",53,1302.4,29.7
"X.037.IN80","INC280",0,213.8,23.7
"X.037.IN80","INC280",2,192.8,23.4
"X.037.IN80","INC280",6,324.5,25.1
"X.037.IN80","INC280",9,396.6,23.4
"X.037.IN80","INC280",13,368.6,23.7
"X.037.IN80","INC280",17,385.9,23.8
"X.037.IN80","INC280",23,424.1,24.1
"X.037.IN80","INC280",28,468.1,23.4
"X.037.IN80","INC280",31,489.8,23.1
"X.037.IN80","INC280",34,467.9,23.2
"X.037.IN80","INC280",37,333.7,23
"X.037.IN80","INC280",42,234.8,22.5
"X.037.IN80","INC280",45,236.8,22.4
"X.037.IN80","INC280",49,209.2,22
"X.037.IN80","INC280",52,144.9,22
"X.037.IN80","INC280",56,123.2,21.6
"X.037.IN80","INC280",60,78.4,20.8
"X.037.IN80","INC280",66,77.1,21.5
"X.037.IN80","INC280",73,45.4,18.1
"X.037.IN80.trab","INC280 + trastuzumab",0,274.4,26
"X.037.IN80.trab","INC280 + trastuzumab",2,392,27.1
"X.037.IN80.trab","INC280 + trastuzumab",6,532.5,26.3
"X.037.IN80.trab","INC280 + trastuzumab",9,675.5,27.7
"X.037.IN80.trab","INC280 + trastuzumab",13,683.9,28.5
"X.037.IN80.trab","INC280 + trastuzumab",17,899.7,28.1
"X.037.IN80.trab","INC280 + trastuzumab",23,1175.8,27.1
"X.037.LE11","LEE011",0,227.8,24
"X.037.LE11","LEE011",5,218.1,25.4
"X.037.LE11","LEE011",9,230.1,25.1
"X.037.LE11","LEE011",13,300.9,24.8
"X.037.LE11","LEE011",17,305.1,22.9
"X.037.LE11","LEE011",20,268.8,23.5
"X.037.LE11","LEE011",24,311.8,22.8
"X.037.LE11","LEE011",27,351.7,23.9
"X.037.LE11","LEE011",32,373.2,22.8
"X.037.LE11","LEE011",38,355.7,22.5
"X.037.LE11","LEE011",43,329.1,22.1
"X.037.LE11","LEE011",48,379.7,23.6
"X.037.LE11","LEE011",53,380,22.8
"X.037.LE11","LEE011",58,394.4,23
"X.037.LE11","LEE011",61,363.2,23.4
"X.037.LE11","LEE011",69,457.6,22.7
"X.037.LE11","LEE011",79,420.3,23
"X.037.LE11","LEE011",83,424.7,22.4
"X.037.LE11","LEE011",86,462.3,23.2
"X.037.LE11","LEE011",93,487.8,23.4
"X.037.LE11","LEE011",101,430,23.5
"X.037.LE11","LEE011",109,492.5,24.1
"X.037.LE11","LEE011",116,582.5,24.2
"X.037.LE11","LEE011",122,641.4,25.2
"X.037.LE11.evus","LEE011 + everolimus",0,235,24.8
"X.037.LE11.evus","LEE011 + everolimus",2,229.8,24
"X.037.LE11.evus","LEE011 + everolimus",6,236.5,23.5
"X.037.LE11.evus","LEE011 + everolimus",9,253.6,23.8
"X.037.LE11.evus","LEE011 + everolimus",13,242.3,24.2
"X.037.LE11.evus","LEE011 + everolimus",17,256.8,25.3
"X.037.LE11.evus","LEE011 + everolimus",23,241.8,25.3
"X.037.LE11.evus","LEE011 + everolimus",28,258.9,24.7
"X.037.LE11.evus","LEE011 + everolimus",31,220.3,25
"X.037.LE11.evus","LEE011 + everolimus",34,156.2,23.2
"X.037.LE11.evus","LEE011 + everolimus",37,108.6,21.4
"X.037.LE11.evus","LEE011 + everolimus",42,108.6,20
"X.037.LE11.evus","LEE011 + everolimus",45,99.5,19.7
"X.037.LE11.evus","LEE011 + everolimus",49,61.2,20.5
"X.037.LE11.evus","LEE011 + everolimus",52,31.5,20.1
"X.037.LE11.evus","LEE011 + everolimus",56,36.6,20.7
"X.037.LE11.evus","LEE011 + everolimus",60,42,21.5
"X.037.LJ16","LJM716",0,292.4,25.1
"X.037.LJ16","LJM716",2,421.4,23.9
"X.037.LJ16","LJM716",6,481.6,23
"X.037.LJ16","LJM716",9,691.1,22.8
"X.037.LJ16","LJM716",13,650.2,23.8
"X.037.LJ16","LJM716",17,1026.5,24.9
"X.037.LJ16","LJM716",23,1131.5,26.1
"X.037.LJ16.trab","LJM716 + trastuzumab",0,265,27.6
"X.037.LJ16.trab","LJM716 + trastuzumab",2,347.3,25.1
"X.037.LJ16.trab","LJM716 + trastuzumab",6,340.2,25.2
"X.037.LJ16.trab","LJM716 + trastuzumab",9,420.8,25.8
"X.037.LJ16.trab","LJM716 + trastuzumab",13,560.4,26.3
"X.037.LJ16.trab","LJM716 + trastuzumab",17,664.8,27.7
"X.037.LJ16.trab","LJM716 + trastuzumab",23,774.2,27.5
"X.037.LL71","LLM871",0,275.4,25.4
"X.037.LL71","LLM871",5,421.9,27.2
"X.037.LL71","LLM871",9,450.3,25.9
"X.037.LL71","LLM871",13,509.9,25
"X.037.LL71","LLM871",17,534.5,25.1
"X.037.LL71","LLM871",20,549.1,25.3
"X.037.LL71","LLM871",24,508,25.4
"X.037.LL71","LLM871",27,485.1,25.9
"X.037.LL71","LLM871",32,473.3,26.2
"X.037.LL71","LLM871",38,288.6,25.2
"X.037.LL71","LLM871",43,231.3,25.6
"X.037.LL71","LLM871",48,150.6,25.4
"X.037.LL71","LLM871",53,134.5,24.5
"X.037.LL71","LLM871",58,91.8,25.1
"X.037.LL71","LLM871",61,70.6,24.9
"X.037.LL71","LLM871",69,36.9,25
"X.037.LL71","LLM871",79,38,25.4
"X.037.LL71","LLM871",83,0,26.1
"X.037.LL71","LLM871",86,0,26.5
"X.037.LL71","LLM871",93,0,26.4
"X.037.LL71","LLM871",101,0,26.1
"X.037.LL71","LLM871",109,0,28
"X.037.LL71","LLM871",116,0,27.1
"X.037.LL71","LLM871",122,0,26.1
"X.037.LL71","LLM871",129,0,26.9
"X.037.LL71","LLM871",144,0,26.1
"X.037.LL71","LLM871",151,0,27.9
"X.037.trab","trastuzumab",0,293.6,23.9
"X.037.trab","trastuzumab",5,430.3,24.7
"X.037.trab","trastuzumab",9,501.4,24.7
"X.037.trab","trastuzumab",13,618.2,23.2
"X.037.trab","trastuzumab",17,887.7,24.4
"X.037.trab","trastuzumab",20,922.6,25.3
"X.037.trab","trastuzumab",24,1100.2,25.2
"X.037.trab","trastuzumab",27,1209.8,26.5
"X.037.trab","trastuzumab",32,1217.4,25.9
"X.037.trab","trastuzumab",38,1596.4,25.8
"X.037.uned","untreated",0,225.6,26.5
"X.037.uned","untreated",12,410.4,26.9
"X.037.uned","untreated",36,557.8,29.9
"X.037.uned","untreated",46,720.4,27.3
"X.037.uned","untreated",53,595.8,27.6
"X.037.uned","untreated",68,700.6,28.3
"X.037.uned","untreated",81,873.3,28.3
"X.037.uned","untreated",90,996.1,27.9
"X.038.BG98","BGJ398",0,208.2,23.4
"X.038.BG98","BGJ398",3,219.3,23.4
"X.038.BG98","BGJ398",7,237,22
"X.038.BG98","BGJ398",10,263,20.9
"X.038.BG98","BGJ398",14,318.5,20.3
"X.038.BG98","BGJ398",17,382.4,19.3
"X.038.BG98","BGJ398",21,433,19.7
"X.038.BG98","BGJ398",24,458.2,16
"X.038.biib","binimetinib",0,272.2,24.4
"X.038.biib","binimetinib",3,254.9,23.6
"X.038.biib","binimetinib",6,326.5,24.1
"X.038.biib","binimetinib",10,376.3,25.5
"X.038.biib","binimetinib",13,375.8,25.6
"X.038.biib","binimetinib",17,414.8,24.8
"X.038.biib","binimetinib",20,505.9,24.2
"X.038.biib","binimetinib",25,454.1,25.8
"X.038.biib","binimetinib",28,435.5,23.7
"X.038.biib","binimetinib",31,492.6,23.8
"X.038.biib","binimetinib",34,549.7,24
"X.038.biib","binimetinib",38,571,24.9
"X.038.biib","binimetinib",41,770.4,25
"X.038.biib","binimetinib",45,782,25.2
"X.038.biib","binimetinib",48,724.5,24.2
"X.038.biib","binimetinib",52,793.4,24.8
"X.038.BK20","BKM120",0,231.1,23.3
"X.038.BK20","BKM120",3,257.8,24.2
"X.038.BK20","BKM120",7,291.8,24.8
"X.038.BK20","BKM120",10,324,24.1
"X.038.BK20","BKM120",14,370.4,24.4
"X.038.BK20","BKM120",17,346.6,23.4
"X.038.BK20","BKM120",21,415.1,21.9
"X.038.BK20","BKM120",24,412.2,21
"X.038.BK20","BKM120",28,277.4,21.4
"X.038.BK20","BKM120",31,353.5,21.3
"X.038.BK20","BKM120",35,453.6,21.6
"X.038.BK20","BKM120",38,370.3,20.7
"X.038.BK20","BKM120",41,418.7,20.3
"X.038.BK20","BKM120",44,499.7,19.9
"X.038.BK20","BKM120",48,501.8,20.1
"X.038.BK20","BKM120",51,517.8,21
"X.038.BK20","BKM120",55,438.9,19.1
"X.038.BK20","BKM120",58,444.1,19.1
"X.038.BK20","BKM120",62,518.2,19.3
"X.038.BK20","BKM120",69,660,19.9
"X.038.BK20","BKM120",72,635.2,19.8
"X.038.BK20","BKM120",77,621.8,20.6
"X.038.BK20","BKM120",90,581.3,21
"X.038.BK20","BKM120",97,808.1,21.1
"X.038.BK20","BKM120",100,802.4,19.3
"X.038.BK20","BKM120",105,753.8,17.9
"X.038.BK20","BKM120",108,738,17.1
"X.038.BK20","BKM120",112,939.4,19.4
"X.038.BY19","BYL719",0,233.8,22.5
"X.038.BY19","BYL719",3,268.3,23.7
"X.038.BY19","BYL719",7,257.3,22.3
"X.038.BY19","BYL719",10,334.3,20.3
"X.038.BY19","BYL719",14,337.3,19.4
"X.038.BY19","BYL719",17,354.4,18.1
"X.038.BY19","BYL719",21,468,19.7
"X.038.BY19","BYL719",24,470.7,17.1
"X.038.BY19.HS90","BYL719 + HSP990",0,239.5,27.5
"X.038.BY19.HS90","BYL719 + HSP990",3,262.1,28.5
"X.038.BY19.HS90","BYL719 + HSP990",7,217.9,26.6
"X.038.BY19.HS90","BYL719 + HSP990",10,192.5,24.3
"X.038.BY19.HS90","BYL719 + HSP990",14,150.3,22.8
"X.038.BY19.HS90","BYL719 + HSP990",17,198.3,25.2
"X.038.BY19.HS90","BYL719 + HSP990",21,139.1,18.3
"X.038.BY19.HS90","BYL719 + HSP990",24,139.6,18.6
"X.038.BY19.HS90","BYL719 + HSP990",28,138.9,22.1
"X.038.BY19.HS90","BYL719 + HSP990",31,154.3,24
"X.038.BY19.HS90","BYL719 + HSP990",35,111.2,24.2
"X.038.BY19.HS90","BYL719 + HSP990",38,155.3,25.1
"X.038.BY19.HS90","BYL719 + HSP990",41,174,24.8
"X.038.BY19.HS90","BYL719 + HSP990",44,169.8,26.4
"X.038.BY19.HS90","BYL719 + HSP990",48,197,27.3
"X.038.BY19.HS90","BYL719 + HSP990",51,239.2,26.4
"X.038.BY19.HS90","BYL719 + HSP990",55,232.9,25.7
"X.038.BY19.HS90","BYL719 + HSP990",58,264.2,26.2
"X.038.BY19.HS90","BYL719 + HSP990",62,299.6,26.8
"X.038.BY19.HS90","BYL719 + HSP990",69,302.2,24.5
"X.038.BY19.HS90","BYL719 + HSP990",72,316,25.2
"X.038.BY19.HS90","BYL719 + HSP990",77,279.2,23
"X.038.BY19.HS90","BYL719 + HSP990",90,446.6,25.4
"X.038.BY19.HS90","BYL719 + HSP990",97,419.7,21.1
"X.038.BY19.LJ16","BYL719 + LJM716",0,296.5,25.1
"X.038.BY19.LJ16","BYL719 + LJM716",4,329.1,25.5
"X.038.BY19.LJ16","BYL719 + LJM716",7,319.9,23.2
"X.038.BY19.LJ16","BYL719 + LJM716",12,476.3,23.1
"X.038.BY19.LJ16","BYL719 + LJM716",15,671.2,21.2
"X.038.BY19.LJ16","BYL719 + LJM716",18,790.9,21.9
"X.038.BY19.LJ16","BYL719 + LJM716",21,808.7,22.8
"X.038.BY19.LJ16","BYL719 + LJM716",25,970.1,23.2
"X.038.BY19.LJ16","BYL719 + LJM716",28,1086,24.6
"X.038.BY19.LJ16","BYL719 + LJM716",32,1308.7,23.7
"X.038.CL57","CLR457",0,205,25.2
"X.038.CL57","CLR457",3,257,25.2
"X.038.CL57","CLR457",6,325,25.3
"X.038.CL57","CLR457",10,351.3,24.9
"X.038.CL57","CLR457",13,421,25.2
"X.038.CL57","CLR457",17,394.8,25.1
"X.038.CL57","CLR457",20,457.7,24.7
"X.038.CL57","CLR457",25,451,25.7
"X.038.CL57","CLR457",28,488.9,25.8
"X.038.CL57","CLR457",31,551,25.7
"X.038.CL57","CLR457",34,601.3,25.5
"X.038.CL57","CLR457",38,596,25.4
"X.038.CL57","CLR457",41,606,26.5
"X.038.CL57","CLR457",45,607.5,26.5
"X.038.CL57","CLR457",48,709.9,25.8
"X.038.CL57","CLR457",52,800.4,27.1
"X.038.evus","everolimus",0,232.5,27.7
"X.038.evus","everolimus",4,193.7,28.1
"X.038.evus","everolimus",7,178.7,28.5
"X.038.evus","everolimus",11,221.1,28.5
"X.038.evus","everolimus",14,267.6,28.6
"X.038.evus","everolimus",18,294.6,28.5
"X.038.evus","everolimus",21,230.1,27.8
"X.038.evus","everolimus",25,164.3,29.1
"X.038.evus","everolimus",28,126.2,28.6
"X.038.evus","everolimus",31,174.4,28.7
"X.038.evus","everolimus",34,143.9,28.6
"X.038.evus","everolimus",38,142.4,28.2
"X.038.evus","everolimus",41,161,27.6
"X.038.evus","everolimus",45,171.5,27.2
"X.038.evus","everolimus",48,168.4,26.8
"X.038.evus","everolimus",52,173.9,26.7
"X.038.evus","everolimus",59,152.9,26
"X.038.evus","everolimus",62,171.6,26
"X.038.evus","everolimus",67,155,25.5
"X.038.evus","everolimus",80,100.6,26.6
"X.038.evus","everolimus",87,168.3,27.2
"X.038.evus","everolimus",90,218.8,26.8
"X.038.evus","everolimus",95,166,25.3
"X.038.evus","everolimus",98,135.5,24.2
"X.038.evus","everolimus",102,153.1,24.3
"X.038.evus","everolimus",105,179.7,23.2
"X.038.evus","everolimus",109,170.3,24.6
"X.038.evus","everolimus",115,154.7,25.4
"X.038.evus","everolimus",119,182.4,25.2
"X.038.evus","everolimus",123,104.3,25.6
"X.038.evus","everolimus",129,147.4,25.2
"X.038.fiab","figitumumab",0,255.5,25.2
"X.038.fiab","figitumumab",4,307.4,25.8
"X.038.fiab","figitumumab",7,358.3,25.1
"X.038.fiab","figitumumab",11,417.8,25.7
"X.038.fiab","figitumumab",14,493.9,24.5
"X.038.fiab","figitumumab",18,573,25.8
"X.038.fiab","figitumumab",21,710,24.7
"X.038.fiab","figitumumab",25,825,24.6
"X.038.fiab","figitumumab",28,728.4,24.6
"X.038.fiab","figitumumab",32,795.8,25.5
"X.038.fiab","figitumumab",35,666.6,25.2
"X.038.fiab","figitumumab",38,668.1,25.6
"X.038.fiab","figitumumab",41,786.9,25.4
"X.038.fiab","figitumumab",45,950.6,25.2
"X.038.fiab","figitumumab",48,922.4,25.4
"X.038.fiab","figitumumab",52,918,25.6
"X.038.fiab","figitumumab",55,1032.1,25.7
"X.038.fiab","figitumumab",59,1126.5,26
"X.038.fiab","figitumumab",66,1518.5,24.3
"X.038.HD01","HDM201",0,202.3,28.2
"X.038.HD01","HDM201",3,242,28.3
"X.038.HD01","HDM201",7,320.5,27.1
"X.038.HD01","HDM201",10,320.4,25
"X.038.HD01","HDM201",14,276.8,19.2
"X.038.HS90","HSP990",0,201,25.7
"X.038.HS90","HSP990",4,221.9,26.5
"X.038.HS90","HSP990",7,204.5,26.1
"X.038.HS90","HSP990",11,260.3,27.1
"X.038.HS90","HSP990",14,274.8,26.7
"X.038.HS90","HSP990",18,290.7,27.2
"X.038.HS90","HSP990",21,310.4,26.6
"X.038.HS90","HSP990",25,295.5,25.3
"X.038.HS90","HSP990",28,275.1,26.8
"X.038.HS90","HSP990",32,297.5,27.5
"X.038.HS90","HSP990",35,276.5,27.2
"X.038.HS90","HSP990",38,272.9,26.5
"X.038.HS90","HSP990",41,282.6,27.7
"X.038.HS90","HSP990",45,284.7,26.7
"X.038.HS90","HSP990",48,245,27.4
"X.038.HS90","HSP990",52,254,27.1
"X.038.HS90","HSP990",55,296,28
"X.038.HS90","HSP990",59,333.8,27.9
"X.038.HS90","HSP990",66,418.1,27
"X.038.HS90","HSP990",69,429.5,27
"X.038.HS90","HSP990",74,456.4,26.4
"X.038.HS90","HSP990",87,517.5,24.8
"X.038.HS90","HSP990",94,566.1,24.3
"X.038.HS90","HSP990",97,531.2,24.3
"X.038.HS90","HSP990",102,639.6,24.2
"X.038.HS90","HSP990",105,741.6,25.4
"X.038.HS90","HSP990",109,751.7,24.5
"X.038.IN80","INC280",0,207.1,23.1
"X.038.IN80","INC280",3,201.3,23.4
"X.038.IN80","INC280",6,218,23.3
"X.038.IN80","INC280",10,218,24.4
"X.038.IN80","INC280",13,400,25.1
"X.038.IN80","INC280",17,391.6,23.9
"X.038.IN80","INC280",20,420.2,24.6
"X.038.IN80","INC280",25,432.2,24.9
"X.038.IN80","INC280",28,553.5,25.6
"X.038.IN80","INC280",31,586.3,24.5
"X.038.IN80","INC280",34,573.4,24.8
"X.038.IN80","INC280",38,778.4,25.3
"X.038.IN80","INC280",41,838.1,24.9
"X.038.IN80","INC280",45,866,24.6
"X.038.IN80","INC280",48,894.8,24.1
"X.038.IN80","INC280",52,993.9,25.2
"X.038.IN80.trab","INC280 + trastuzumab",0,227.8,24.6
"X.038.IN80.trab","INC280 + trastuzumab",3,265.2,24.8
"X.038.IN80.trab","INC280 + trastuzumab",6,340.7,25.2
"X.038.IN80.trab","INC280 + trastuzumab",10,351.8,24.9
"X.038.IN80.trab","INC280 + trastuzumab",13,464.4,24.8
"X.038.IN80.trab","INC280 + trastuzumab",17,602,25
"X.038.IN80.trab","INC280 + trastuzumab",20,639.9,25.4
"X.038.IN80.trab","INC280 + trastuzumab",25,772.8,25.7
"X.038.IN80.trab","INC280 + trastuzumab",28,699.3,25.1
"X.038.IN80.trab","INC280 + trastuzumab",31,776.6,22.8
"X.038.IN80.trab","INC280 + trastuzumab",34,713.8,23.8
"X.038.IN80.trab","INC280 + trastuzumab",38,877.8,25.7
"X.038.IN80.trab","INC280 + trastuzumab",41,1194.1,27
"X.038.IN80.trab","INC280 + trastuzumab",45,2046.8,27.1
"X.038.LE11","LEE011",0,238.1,26.7
"X.038.LE11","LEE011",4,457,27.3
"X.038.LE11","LEE011",7,534.8,28.3
"X.038.LE11","LEE011",11,654.6,28.2
"X.038.LE11","LEE011",14,704,28.9
"X.038.LE11","LEE011",18,768.5,29.3
"X.038.LE11","LEE011",21,834.9,28.6
"X.038.LE11","LEE011",25,896,28.6
"X.038.LE11","LEE011",28,1002.7,28.8
"X.038.LE11","LEE011",32,1085.6,28.4
"X.038.LE11","LEE011",35,1174.5,29.2
"X.038.LE11","LEE011",38,1197.1,28.8
"X.038.LE11","LEE011",41,1315.9,29.8
"X.038.LE11.evus","LEE011 + everolimus",0,226.7,27.1
"X.038.LE11.evus","LEE011 + everolimus",4,234.7,26.9
"X.038.LE11.evus","LEE011 + everolimus",7,162.3,29.1
"X.038.LE11.evus","LEE011 + everolimus",12,119.3,25.9
"X.038.LE11.evus","LEE011 + everolimus",15,177.1,23.7
"X.038.LE11.evus","LEE011 + everolimus",18,179.1,22.9
"X.038.LE11.evus","LEE011 + everolimus",21,133.6,22.4
"X.038.LE11.evus","LEE011 + everolimus",25,195.5,22
"X.038.LE11.evus","LEE011 + everolimus",28,186.9,21.1
"X.038.LE11.evus","LEE011 + everolimus",32,189.7,21.6
"X.038.LJ16","LJM716",0,203.2,23.8
"X.038.LJ16","LJM716",4,205.6,23
"X.038.LJ16","LJM716",7,225.4,24
"X.038.LJ16","LJM716",12,295.6,24.6
"X.038.LJ16","LJM716",15,356.5,24.3
"X.038.LJ16","LJM716",18,420.8,24.8
"X.038.LJ16","LJM716",21,401.2,26.3
"X.038.LJ16","LJM716",25,614.1,27.1
"X.038.LJ16","LJM716",28,652.5,28
"X.038.LJ16","LJM716",32,760,27.3
"X.038.LJ16","LJM716",35,821.9,26.5
"X.038.LJ16","LJM716",39,957.5,26.5
"X.038.LJ16","LJM716",42,1154.8,27.5
"X.038.LJ16","LJM716",46,1022.7,27.2
"X.038.LJ16","LJM716",49,1029.6,27.1
"X.038.LJ16","LJM716",53,1212.2,27.4
"X.038.LJ16","LJM716",56,1112.9,28
"X.038.LJ16","LJM716",60,1159.2,28.2
"X.038.LJ16.trab","LJM716 + trastuzumab",0,242.9,23.3
"X.038.LJ16.trab","LJM716 + trastuzumab",3,235.3,24
"X.038.LJ16.trab","LJM716 + trastuzumab",6,326.8,23.1
"X.038.LJ16.trab","LJM716 + trastuzumab",10,367,23.3
"X.038.LJ16.trab","LJM716 + trastuzumab",13,408.4,23
"X.038.LJ16.trab","LJM716 + trastuzumab",17,498.5,23.6
"X.038.LJ16.trab","LJM716 + trastuzumab",20,483.2,23.3
"X.038.LJ16.trab","LJM716 + trastuzumab",25,620.8,23.4
"X.038.LJ16.trab","LJM716 + trastuzumab",28,661.6,22.7
"X.038.LJ16.trab","LJM716 + trastuzumab",31,761,23.2
"X.038.LJ16.trab","LJM716 + trastuzumab",34,753.8,23.3
"X.038.LJ16.trab","LJM716 + trastuzumab",38,921.4,24.1
"X.038.LJ16.trab","LJM716 + trastuzumab",41,1004,24.1
"X.038.LJ16.trab","LJM716 + trastuzumab",45,1054.7,24.3
"X.038.LJ16.trab","LJM716 + trastuzumab",48,1005.6,23.5
"X.038.LJ16.trab","LJM716 + trastuzumab",52,1181.3,24
"X.038.LL71","LLM871",0,248.1,28.3
"X.038.LL71","LLM871",4,326.5,29.2
"X.038.LL71","LLM871",7,341.3,29.2
"X.038.LL71","LLM871",11,500.3,29.4
"X.038.LL71","LLM871",14,545.7,28.7
"X.038.LL71","LLM871",18,621.6,28.4
"X.038.LL71","LLM871",21,1192.1,27.7
"X.038.LL71","LLM871",25,1328.7,29.9
"X.038.trab","trastuzumab",0,287.6,23.6
"X.038.trab","trastuzumab",2,298.4,23.9
"X.038.trab","trastuzumab",6,335.5,24.3
"X.038.trab","trastuzumab",9,375.6,23.9
"X.038.trab","trastuzumab",13,377.6,23.7
"X.038.trab","trastuzumab",16,393.1,23.2
"X.038.trab","trastuzumab",20,477.8,24.2
"X.038.trab","trastuzumab",23,433.1,23.6
"X.038.trab","trastuzumab",26,459.5,22.9
"X.038.trab","trastuzumab",29,531,22.3
"X.038.trab","trastuzumab",33,557.1,21.8
"X.038.trab","trastuzumab",36,640.1,20.8
"X.038.uned","untreated",0,224,24.3
"X.038.uned","untreated",4,309.6,23.7
"X.038.uned","untreated",7,311.9,24.2
"X.038.uned","untreated",12,418,24.2
"X.038.uned","untreated",15,522,23.9
"X.038.uned","untreated",18,601.7,23.5
"X.038.uned","untreated",21,550.7,24.4
"X.038.uned","untreated",25,715.9,24.4
"X.038.uned","untreated",28,741.2,25.5
"X.038.uned","untreated",32,729.2,25
"X.038.uned","untreated",35,886.6,24.5
"X.038.uned","untreated",39,936,25.4
"X.038.uned","untreated",42,992.7,25.7
"X.038.uned","untreated",46,911.4,25.8
"X.038.uned","untreated",49,972.7,26
"X.038.uned","untreated",53,1231,26.1
"X.038.uned","untreated",56,1219.8,25.6
"X.038.uned","untreated",60,1074.5,26.4
"X.039.BY19","BYL719",0,279.8,22.8
"X.039.BY19","BYL719",6,594.4,21
"X.039.BY19","BYL719",8,610.1,19.3
"X.039.BY19","BYL719",12,877.4,19.2
"X.039.BY19","BYL719",15,818.4,18.9
"X.039.BY19","BYL719",19,1092,20.1
"X.039.BY19","BYL719",22,1343.5,19.3
"X.039.BY19","BYL719",26,1595.3,19.3
"X.039.BY19.HS90","BYL719 + HSP990",0,274.3,23
"X.039.BY19.HS90","BYL719 + HSP990",6,347.6,21.8
"X.039.BY19.HS90","BYL719 + HSP990",8,406.1,20.7
"X.039.BY19.HS90","BYL719 + HSP990",12,451.1,21.2
"X.039.BY19.HS90","BYL719 + HSP990",15,521.7,21
"X.039.BY19.HS90","BYL719 + HSP990",19,581.6,18.6
"X.039.BY19.HS90","BYL719 + HSP990",22,681.3,18.7
"X.039.BY19.HS90","BYL719 + HSP990",26,744.7,17.6
"X.039.BY19.HS90","BYL719 + HSP990",29,964.2,18.9
"X.039.BY19.HS90","BYL719 + HSP990",33,1249.7,19.1
"X.039.BY19.LJ16","BYL719 + LJM716",0,263.4,22.7
"X.039.BY19.LJ16","BYL719 + LJM716",3,300.5,21.1
"X.039.BY19.LJ16","BYL719 + LJM716",6,351.7,20.7
"X.039.BY19.LJ16","BYL719 + LJM716",9,383.3,20.5
"X.039.BY19.LJ16","BYL719 + LJM716",13,394.8,17.4
"X.039.BY19.LJ16","BYL719 + LJM716",16,652.7,19.2
"X.039.BY19.LJ16","BYL719 + LJM716",20,735,20.8
"X.039.BY19.LJ16","BYL719 + LJM716",23,736.8,19.5
"X.039.BY19.LJ16","BYL719 + LJM716",27,934.5,20.2
"X.039.BY19.LJ16","BYL719 + LJM716",30,1157.4,19.3
"X.039.BY19.LJ16","BYL719 + LJM716",34,1240.3,18.9
"X.039.evus","everolimus",0,203.5,24.9
"X.039.evus","everolimus",5,207.3,25.4
"X.039.evus","everolimus",8,228.4,26.1
"X.039.evus","everolimus",12,272.6,26.7
"X.039.evus","everolimus",15,246.9,27.2
"X.039.evus","everolimus",19,204.9,26.5
"X.039.evus","everolimus",22,262.4,26.8
"X.039.evus","everolimus",26,328.2,26.9
"X.039.evus","everolimus",29,410.8,26
"X.039.evus","everolimus",33,502.1,26
"X.039.evus","everolimus",36,573.2,25.9
"X.039.evus","everolimus",40,621.9,26.2
"X.039.evus","everolimus",43,729.9,25.6
"X.039.evus","everolimus",47,767.7,26.5
"X.039.evus","everolimus",50,777.3,25.3
"X.039.evus","everolimus",54,880.2,26
"X.039.evus","everolimus",57,958.6,24.6
"X.039.evus","everolimus",60,1077.3,24.6
"X.039.HS90","HSP990",0,225.8,25.5
"X.039.HS90","HSP990",6,314.5,24.8
"X.039.HS90","HSP990",8,384.5,25.4
"X.039.HS90","HSP990",12,604.6,26.2
"X.039.HS90","HSP990",15,876.6,25.6
"X.039.HS90","HSP990",19,937.6,25.2
"X.039.HS90","HSP990",22,1108.1,24.1
"X.039.HS90","HSP990",26,1162.5,24.5
"X.039.HS90","HSP990",29,1352,25
"X.039.HS90","HSP990",33,1854.7,24.8
"X.039.LE11","LEE011",0,221,23.6
"X.039.LE11","LEE011",5,287,25.5
"X.039.LE11","LEE011",8,386.5,24.8
"X.039.LE11","LEE011",12,429.3,25.8
"X.039.LE11","LEE011",15,458.7,25.6
"X.039.LE11","LEE011",19,473.2,21.3
